name/0/_xml:lang,name/0/__text,name/1/_xml:lang,name/1/__text,parameter/0/timerange/0/value/0/_unit,parameter/0/timerange/0/value/0/__text,parameter/0/timerange/0/_type,parameter/0/timerange/0/_h,parameter/0/timerange/0/_datetime,parameter/0/timerange/1/value/0/_unit,parameter/0/timerange/1/value/0/__text,parameter/0/timerange/1/_type,parameter/0/timerange/1/_h,parameter/0/timerange/1/_datetime,parameter/0/timerange/2/value/0/_unit,parameter/0/timerange/2/value/0/__text,parameter/0/timerange/2/_type,parameter/0/timerange/2/_h,parameter/0/timerange/2/_datetime,parameter/0/timerange/3/value/0/_unit,parameter/0/timerange/3/value/0/__text,parameter/0/timerange/3/_type,parameter/0/timerange/3/_h,parameter/0/timerange/3/_datetime,parameter/0/timerange/4/value/0/_unit,parameter/0/timerange/4/value/0/__text,parameter/0/timerange/4/_type,parameter/0/timerange/4/_h,parameter/0/timerange/4/_datetime,parameter/0/timerange/5/value/0/_unit,parameter/0/timerange/5/value/0/__text,parameter/0/timerange/5/_type,parameter/0/timerange/5/_h,parameter/0/timerange/5/_datetime,parameter/0/timerange/6/value/0/_unit,parameter/0/timerange/6/value/0/__text,parameter/0/timerange/6/_type,parameter/0/timerange/6/_h,parameter/0/timerange/6/_datetime,parameter/0/timerange/7/value/0/_unit,parameter/0/timerange/7/value/0/__text,parameter/0/timerange/7/_type,parameter/0/timerange/7/_h,parameter/0/timerange/7/_datetime,parameter/0/timerange/8/value/0/_unit,parameter/0/timerange/8/value/0/__text,parameter/0/timerange/8/_type,parameter/0/timerange/8/_h,parameter/0/timerange/8/_datetime,parameter/0/timerange/9/value/0/_unit,parameter/0/timerange/9/value/0/__text,parameter/0/timerange/9/_type,parameter/0/timerange/9/_h,parameter/0/timerange/9/_datetime,parameter/0/timerange/10/value/0/_unit,parameter/0/timerange/10/value/0/__text,parameter/0/timerange/10/_type,parameter/0/timerange/10/_h,parameter/0/timerange/10/_datetime,parameter/0/timerange/11/value/0/_unit,parameter/0/timerange/11/value/0/__text,parameter/0/timerange/11/_type,parameter/0/timerange/11/_h,parameter/0/timerange/11/_datetime,parameter/0/_id,parameter/0/_description,parameter/0/_type,parameter/1/timerange/0/value/0/_unit,parameter/1/timerange/0/value/0/__text,parameter/1/timerange/0/_type,parameter/1/timerange/0/_day,parameter/1/timerange/0/_datetime,parameter/1/timerange/1/value/0/_unit,parameter/1/timerange/1/value/0/__text,parameter/1/timerange/1/_type,parameter/1/timerange/1/_day,parameter/1/timerange/1/_datetime,parameter/1/timerange/2/value/0/_unit,parameter/1/timerange/2/value/0/__text,parameter/1/timerange/2/_type,parameter/1/timerange/2/_day,parameter/1/timerange/2/_datetime,parameter/1/_id,parameter/1/_description,parameter/1/_type,parameter/2/timerange/0/value/0/_unit,parameter/2/timerange/0/value/0/__text,parameter/2/timerange/0/value/1/_unit,parameter/2/timerange/0/value/1/__text,parameter/2/timerange/0/_type,parameter/2/timerange/0/_day,parameter/2/timerange/0/_datetime,parameter/2/timerange/1/value/0/_unit,parameter/2/timerange/1/value/0/__text,parameter/2/timerange/1/value/1/_unit,parameter/2/timerange/1/value/1/__text,parameter/2/timerange/1/_type,parameter/2/timerange/1/_day,parameter/2/timerange/1/_datetime,parameter/2/timerange/2/value/0/_unit,parameter/2/timerange/2/value/0/__text,parameter/2/timerange/2/value/1/_unit,parameter/2/timerange/2/value/1/__text,parameter/2/timerange/2/_type,parameter/2/timerange/2/_day,parameter/2/timerange/2/_datetime,parameter/2/_id,parameter/2/_description,parameter/2/_type,parameter/3/timerange/0/value/0/_unit,parameter/3/timerange/0/value/0/__text,parameter/3/timerange/0/_type,parameter/3/timerange/0/_day,parameter/3/timerange/0/_datetime,parameter/3/timerange/1/value/0/_unit,parameter/3/timerange/1/value/0/__text,parameter/3/timerange/1/_type,parameter/3/timerange/1/_day,parameter/3/timerange/1/_datetime,parameter/3/timerange/2/value/0/_unit,parameter/3/timerange/2/value/0/__text,parameter/3/timerange/2/_type,parameter/3/timerange/2/_day,parameter/3/timerange/2/_datetime,parameter/3/_id,parameter/3/_description,parameter/3/_type,parameter/4/timerange/0/value/0/_unit,parameter/4/timerange/0/value/0/__text,parameter/4/timerange/0/value/1/_unit,parameter/4/timerange/0/value/1/__text,parameter/4/timerange/0/_type,parameter/4/timerange/0/_day,parameter/4/timerange/0/_datetime,parameter/4/timerange/1/value/0/_unit,parameter/4/timerange/1/value/0/__text,parameter/4/timerange/1/value/1/_unit,parameter/4/timerange/1/value/1/__text,parameter/4/timerange/1/_type,parameter/4/timerange/1/_day,parameter/4/timerange/1/_datetime,parameter/4/timerange/2/value/0/_unit,parameter/4/timerange/2/value/0/__text,parameter/4/timerange/2/value/1/_unit,parameter/4/timerange/2/value/1/__text,parameter/4/timerange/2/_type,parameter/4/timerange/2/_day,parameter/4/timerange/2/_datetime,parameter/4/_id,parameter/4/_description,parameter/4/_type,parameter/5/timerange/0/value/0/_unit,parameter/5/timerange/0/value/0/__text,parameter/5/timerange/0/value/1/_unit,parameter/5/timerange/0/value/1/__text,parameter/5/timerange/0/_type,parameter/5/timerange/0/_h,parameter/5/timerange/0/_datetime,parameter/5/timerange/1/value/0/_unit,parameter/5/timerange/1/value/0/__text,parameter/5/timerange/1/value/1/_unit,parameter/5/timerange/1/value/1/__text,parameter/5/timerange/1/_type,parameter/5/timerange/1/_h,parameter/5/timerange/1/_datetime,parameter/5/timerange/2/value/0/_unit,parameter/5/timerange/2/value/0/__text,parameter/5/timerange/2/value/1/_unit,parameter/5/timerange/2/value/1/__text,parameter/5/timerange/2/_type,parameter/5/timerange/2/_h,parameter/5/timerange/2/_datetime,parameter/5/timerange/3/value/0/_unit,parameter/5/timerange/3/value/0/__text,parameter/5/timerange/3/value/1/_unit,parameter/5/timerange/3/value/1/__text,parameter/5/timerange/3/_type,parameter/5/timerange/3/_h,parameter/5/timerange/3/_datetime,parameter/5/timerange/4/value/0/_unit,parameter/5/timerange/4/value/0/__text,parameter/5/timerange/4/value/1/_unit,parameter/5/timerange/4/value/1/__text,parameter/5/timerange/4/_type,parameter/5/timerange/4/_h,parameter/5/timerange/4/_datetime,parameter/5/timerange/5/value/0/_unit,parameter/5/timerange/5/value/0/__text,parameter/5/timerange/5/value/1/_unit,parameter/5/timerange/5/value/1/__text,parameter/5/timerange/5/_type,parameter/5/timerange/5/_h,parameter/5/timerange/5/_datetime,parameter/5/timerange/6/value/0/_unit,parameter/5/timerange/6/value/0/__text,parameter/5/timerange/6/value/1/_unit,parameter/5/timerange/6/value/1/__text,parameter/5/timerange/6/_type,parameter/5/timerange/6/_h,parameter/5/timerange/6/_datetime,parameter/5/timerange/7/value/0/_unit,parameter/5/timerange/7/value/0/__text,parameter/5/timerange/7/value/1/_unit,parameter/5/timerange/7/value/1/__text,parameter/5/timerange/7/_type,parameter/5/timerange/7/_h,parameter/5/timerange/7/_datetime,parameter/5/timerange/8/value/0/_unit,parameter/5/timerange/8/value/0/__text,parameter/5/timerange/8/value/1/_unit,parameter/5/timerange/8/value/1/__text,parameter/5/timerange/8/_type,parameter/5/timerange/8/_h,parameter/5/timerange/8/_datetime,parameter/5/timerange/9/value/0/_unit,parameter/5/timerange/9/value/0/__text,parameter/5/timerange/9/value/1/_unit,parameter/5/timerange/9/value/1/__text,parameter/5/timerange/9/_type,parameter/5/timerange/9/_h,parameter/5/timerange/9/_datetime,parameter/5/timerange/10/value/0/_unit,parameter/5/timerange/10/value/0/__text,parameter/5/timerange/10/value/1/_unit,parameter/5/timerange/10/value/1/__text,parameter/5/timerange/10/_type,parameter/5/timerange/10/_h,parameter/5/timerange/10/_datetime,parameter/5/timerange/11/value/0/_unit,parameter/5/timerange/11/value/0/__text,parameter/5/timerange/11/value/1/_unit,parameter/5/timerange/11/value/1/__text,parameter/5/timerange/11/_type,parameter/5/timerange/11/_h,parameter/5/timerange/11/_datetime,parameter/5/_id,parameter/5/_description,parameter/5/_type,parameter/6/timerange/0/value/0/_unit,parameter/6/timerange/0/value/0/__text,parameter/6/timerange/0/_type,parameter/6/timerange/0/_h,parameter/6/timerange/0/_datetime,parameter/6/timerange/1/value/0/_unit,parameter/6/timerange/1/value/0/__text,parameter/6/timerange/1/_type,parameter/6/timerange/1/_h,parameter/6/timerange/1/_datetime,parameter/6/timerange/2/value/0/_unit,parameter/6/timerange/2/value/0/__text,parameter/6/timerange/2/_type,parameter/6/timerange/2/_h,parameter/6/timerange/2/_datetime,parameter/6/timerange/3/value/0/_unit,parameter/6/timerange/3/value/0/__text,parameter/6/timerange/3/_type,parameter/6/timerange/3/_h,parameter/6/timerange/3/_datetime,parameter/6/timerange/4/value/0/_unit,parameter/6/timerange/4/value/0/__text,parameter/6/timerange/4/_type,parameter/6/timerange/4/_h,parameter/6/timerange/4/_datetime,parameter/6/timerange/5/value/0/_unit,parameter/6/timerange/5/value/0/__text,parameter/6/timerange/5/_type,parameter/6/timerange/5/_h,parameter/6/timerange/5/_datetime,parameter/6/timerange/6/value/0/_unit,parameter/6/timerange/6/value/0/__text,parameter/6/timerange/6/_type,parameter/6/timerange/6/_h,parameter/6/timerange/6/_datetime,parameter/6/timerange/7/value/0/_unit,parameter/6/timerange/7/value/0/__text,parameter/6/timerange/7/_type,parameter/6/timerange/7/_h,parameter/6/timerange/7/_datetime,parameter/6/timerange/8/value/0/_unit,parameter/6/timerange/8/value/0/__text,parameter/6/timerange/8/_type,parameter/6/timerange/8/_h,parameter/6/timerange/8/_datetime,parameter/6/timerange/9/value/0/_unit,parameter/6/timerange/9/value/0/__text,parameter/6/timerange/9/_type,parameter/6/timerange/9/_h,parameter/6/timerange/9/_datetime,parameter/6/timerange/10/value/0/_unit,parameter/6/timerange/10/value/0/__text,parameter/6/timerange/10/_type,parameter/6/timerange/10/_h,parameter/6/timerange/10/_datetime,parameter/6/timerange/11/value/0/_unit,parameter/6/timerange/11/value/0/__text,parameter/6/timerange/11/_type,parameter/6/timerange/11/_h,parameter/6/timerange/11/_datetime,parameter/6/_id,parameter/6/_description,parameter/6/_type,parameter/7/timerange/0/value/0/_unit,parameter/7/timerange/0/value/0/__text,parameter/7/timerange/0/value/1/_unit,parameter/7/timerange/0/value/1/__text,parameter/7/timerange/0/value/2/_unit,parameter/7/timerange/0/value/2/__text,parameter/7/timerange/0/_type,parameter/7/timerange/0/_h,parameter/7/timerange/0/_datetime,parameter/7/timerange/1/value/0/_unit,parameter/7/timerange/1/value/0/__text,parameter/7/timerange/1/value/1/_unit,parameter/7/timerange/1/value/1/__text,parameter/7/timerange/1/value/2/_unit,parameter/7/timerange/1/value/2/__text,parameter/7/timerange/1/_type,parameter/7/timerange/1/_h,parameter/7/timerange/1/_datetime,parameter/7/timerange/2/value/0/_unit,parameter/7/timerange/2/value/0/__text,parameter/7/timerange/2/value/1/_unit,parameter/7/timerange/2/value/1/__text,parameter/7/timerange/2/value/2/_unit,parameter/7/timerange/2/value/2/__text,parameter/7/timerange/2/_type,parameter/7/timerange/2/_h,parameter/7/timerange/2/_datetime,parameter/7/timerange/3/value/0/_unit,parameter/7/timerange/3/value/0/__text,parameter/7/timerange/3/value/1/_unit,parameter/7/timerange/3/value/1/__text,parameter/7/timerange/3/value/2/_unit,parameter/7/timerange/3/value/2/__text,parameter/7/timerange/3/_type,parameter/7/timerange/3/_h,parameter/7/timerange/3/_datetime,parameter/7/timerange/4/value/0/_unit,parameter/7/timerange/4/value/0/__text,parameter/7/timerange/4/value/1/_unit,parameter/7/timerange/4/value/1/__text,parameter/7/timerange/4/value/2/_unit,parameter/7/timerange/4/value/2/__text,parameter/7/timerange/4/_type,parameter/7/timerange/4/_h,parameter/7/timerange/4/_datetime,parameter/7/timerange/5/value/0/_unit,parameter/7/timerange/5/value/0/__text,parameter/7/timerange/5/value/1/_unit,parameter/7/timerange/5/value/1/__text,parameter/7/timerange/5/value/2/_unit,parameter/7/timerange/5/value/2/__text,parameter/7/timerange/5/_type,parameter/7/timerange/5/_h,parameter/7/timerange/5/_datetime,parameter/7/timerange/6/value/0/_unit,parameter/7/timerange/6/value/0/__text,parameter/7/timerange/6/value/1/_unit,parameter/7/timerange/6/value/1/__text,parameter/7/timerange/6/value/2/_unit,parameter/7/timerange/6/value/2/__text,parameter/7/timerange/6/_type,parameter/7/timerange/6/_h,parameter/7/timerange/6/_datetime,parameter/7/timerange/7/value/0/_unit,parameter/7/timerange/7/value/0/__text,parameter/7/timerange/7/value/1/_unit,parameter/7/timerange/7/value/1/__text,parameter/7/timerange/7/value/2/_unit,parameter/7/timerange/7/value/2/__text,parameter/7/timerange/7/_type,parameter/7/timerange/7/_h,parameter/7/timerange/7/_datetime,parameter/7/timerange/8/value/0/_unit,parameter/7/timerange/8/value/0/__text,parameter/7/timerange/8/value/1/_unit,parameter/7/timerange/8/value/1/__text,parameter/7/timerange/8/value/2/_unit,parameter/7/timerange/8/value/2/__text,parameter/7/timerange/8/_type,parameter/7/timerange/8/_h,parameter/7/timerange/8/_datetime,parameter/7/timerange/9/value/0/_unit,parameter/7/timerange/9/value/0/__text,parameter/7/timerange/9/value/1/_unit,parameter/7/timerange/9/value/1/__text,parameter/7/timerange/9/value/2/_unit,parameter/7/timerange/9/value/2/__text,parameter/7/timerange/9/_type,parameter/7/timerange/9/_h,parameter/7/timerange/9/_datetime,parameter/7/timerange/10/value/0/_unit,parameter/7/timerange/10/value/0/__text,parameter/7/timerange/10/value/1/_unit,parameter/7/timerange/10/value/1/__text,parameter/7/timerange/10/value/2/_unit,parameter/7/timerange/10/value/2/__text,parameter/7/timerange/10/_type,parameter/7/timerange/10/_h,parameter/7/timerange/10/_datetime,parameter/7/timerange/11/value/0/_unit,parameter/7/timerange/11/value/0/__text,parameter/7/timerange/11/value/1/_unit,parameter/7/timerange/11/value/1/__text,parameter/7/timerange/11/value/2/_unit,parameter/7/timerange/11/value/2/__text,parameter/7/timerange/11/_type,parameter/7/timerange/11/_h,parameter/7/timerange/11/_datetime,parameter/7/_id,parameter/7/_description,parameter/7/_type,parameter/8/timerange/0/value/0/_unit,parameter/8/timerange/0/value/0/__text,parameter/8/timerange/0/value/1/_unit,parameter/8/timerange/0/value/1/__text,parameter/8/timerange/0/value/2/_unit,parameter/8/timerange/0/value/2/__text,parameter/8/timerange/0/value/3/_unit,parameter/8/timerange/0/value/3/__text,parameter/8/timerange/0/_type,parameter/8/timerange/0/_h,parameter/8/timerange/0/_datetime,parameter/8/timerange/1/value/0/_unit,parameter/8/timerange/1/value/0/__text,parameter/8/timerange/1/value/1/_unit,parameter/8/timerange/1/value/1/__text,parameter/8/timerange/1/value/2/_unit,parameter/8/timerange/1/value/2/__text,parameter/8/timerange/1/value/3/_unit,parameter/8/timerange/1/value/3/__text,parameter/8/timerange/1/_type,parameter/8/timerange/1/_h,parameter/8/timerange/1/_datetime,parameter/8/timerange/2/value/0/_unit,parameter/8/timerange/2/value/0/__text,parameter/8/timerange/2/value/1/_unit,parameter/8/timerange/2/value/1/__text,parameter/8/timerange/2/value/2/_unit,parameter/8/timerange/2/value/2/__text,parameter/8/timerange/2/value/3/_unit,parameter/8/timerange/2/value/3/__text,parameter/8/timerange/2/_type,parameter/8/timerange/2/_h,parameter/8/timerange/2/_datetime,parameter/8/timerange/3/value/0/_unit,parameter/8/timerange/3/value/0/__text,parameter/8/timerange/3/value/1/_unit,parameter/8/timerange/3/value/1/__text,parameter/8/timerange/3/value/2/_unit,parameter/8/timerange/3/value/2/__text,parameter/8/timerange/3/value/3/_unit,parameter/8/timerange/3/value/3/__text,parameter/8/timerange/3/_type,parameter/8/timerange/3/_h,parameter/8/timerange/3/_datetime,parameter/8/timerange/4/value/0/_unit,parameter/8/timerange/4/value/0/__text,parameter/8/timerange/4/value/1/_unit,parameter/8/timerange/4/value/1/__text,parameter/8/timerange/4/value/2/_unit,parameter/8/timerange/4/value/2/__text,parameter/8/timerange/4/value/3/_unit,parameter/8/timerange/4/value/3/__text,parameter/8/timerange/4/_type,parameter/8/timerange/4/_h,parameter/8/timerange/4/_datetime,parameter/8/timerange/5/value/0/_unit,parameter/8/timerange/5/value/0/__text,parameter/8/timerange/5/value/1/_unit,parameter/8/timerange/5/value/1/__text,parameter/8/timerange/5/value/2/_unit,parameter/8/timerange/5/value/2/__text,parameter/8/timerange/5/value/3/_unit,parameter/8/timerange/5/value/3/__text,parameter/8/timerange/5/_type,parameter/8/timerange/5/_h,parameter/8/timerange/5/_datetime,parameter/8/timerange/6/value/0/_unit,parameter/8/timerange/6/value/0/__text,parameter/8/timerange/6/value/1/_unit,parameter/8/timerange/6/value/1/__text,parameter/8/timerange/6/value/2/_unit,parameter/8/timerange/6/value/2/__text,parameter/8/timerange/6/value/3/_unit,parameter/8/timerange/6/value/3/__text,parameter/8/timerange/6/_type,parameter/8/timerange/6/_h,parameter/8/timerange/6/_datetime,parameter/8/timerange/7/value/0/_unit,parameter/8/timerange/7/value/0/__text,parameter/8/timerange/7/value/1/_unit,parameter/8/timerange/7/value/1/__text,parameter/8/timerange/7/value/2/_unit,parameter/8/timerange/7/value/2/__text,parameter/8/timerange/7/value/3/_unit,parameter/8/timerange/7/value/3/__text,parameter/8/timerange/7/_type,parameter/8/timerange/7/_h,parameter/8/timerange/7/_datetime,parameter/8/timerange/8/value/0/_unit,parameter/8/timerange/8/value/0/__text,parameter/8/timerange/8/value/1/_unit,parameter/8/timerange/8/value/1/__text,parameter/8/timerange/8/value/2/_unit,parameter/8/timerange/8/value/2/__text,parameter/8/timerange/8/value/3/_unit,parameter/8/timerange/8/value/3/__text,parameter/8/timerange/8/_type,parameter/8/timerange/8/_h,parameter/8/timerange/8/_datetime,parameter/8/timerange/9/value/0/_unit,parameter/8/timerange/9/value/0/__text,parameter/8/timerange/9/value/1/_unit,parameter/8/timerange/9/value/1/__text,parameter/8/timerange/9/value/2/_unit,parameter/8/timerange/9/value/2/__text,parameter/8/timerange/9/value/3/_unit,parameter/8/timerange/9/value/3/__text,parameter/8/timerange/9/_type,parameter/8/timerange/9/_h,parameter/8/timerange/9/_datetime,parameter/8/timerange/10/value/0/_unit,parameter/8/timerange/10/value/0/__text,parameter/8/timerange/10/value/1/_unit,parameter/8/timerange/10/value/1/__text,parameter/8/timerange/10/value/2/_unit,parameter/8/timerange/10/value/2/__text,parameter/8/timerange/10/value/3/_unit,parameter/8/timerange/10/value/3/__text,parameter/8/timerange/10/_type,parameter/8/timerange/10/_h,parameter/8/timerange/10/_datetime,parameter/8/timerange/11/value/0/_unit,parameter/8/timerange/11/value/0/__text,parameter/8/timerange/11/value/1/_unit,parameter/8/timerange/11/value/1/__text,parameter/8/timerange/11/value/2/_unit,parameter/8/timerange/11/value/2/__text,parameter/8/timerange/11/value/3/_unit,parameter/8/timerange/11/value/3/__text,parameter/8/timerange/11/_type,parameter/8/timerange/11/_h,parameter/8/timerange/11/_datetime,parameter/8/_id,parameter/8/_description,parameter/8/_type,_id,_latitude,_longitude,_coordinate,_type,_region,_level,_description,_domain,_tags
en_US,Banjarnegara,id_ID,Kab. Banjarnegara,%,80,hourly,0,202206210000,%,65,hourly,6,202206210600,%,85,hourly,12,202206211200,%,95,hourly,18,202206211800,%,85,hourly,24,202206220000,%,70,hourly,30,202206220600,%,80,hourly,36,202206221200,%,90,hourly,42,202206221800,%,85,hourly,48,202206230000,%,70,hourly,54,202206230600,%,85,hourly,60,202206231200,%,95,hourly,66,202206231800,hu,Humidity,hourly,%,95,daily,20220621,202206211200,%,95,daily,20220622,202206221200,%,95,daily,20220623,202206231200,humax,Max humidity,daily,C,30,F,86,daily,20220621,202206211200,C,30,F,86,daily,20220622,202206221200,C,29,F,84.2,daily,20220623,202206231200,tmax,Max temperature,daily,%,65,daily,20220621,202206211200,%,70,daily,20220622,202206221200,%,70,daily,20220623,202206231200,humin,Min humidity,daily,C,20,F,68,daily,20220621,202206211200,C,21,F,69.8,daily,20220622,202206221200,C,21,F,69.8,daily,20220623,202206231200,tmin,Min temperature,daily,C,22,F,71.6,hourly,0,202206210000,C,30,F,86,hourly,6,202206210600,C,25,F,77,hourly,12,202206211200,C,23,F,73.4,hourly,18,202206211800,C,23,F,73.4,hourly,24,202206220000,C,30,F,86,hourly,30,202206220600,C,27,F,80.6,hourly,36,202206221200,C,24,F,75.2,hourly,42,202206221800,C,23,F,73.4,hourly,48,202206230000,C,29,F,84.2,hourly,54,202206230600,C,27,F,80.6,hourly,60,202206231200,C,23,F,73.4,hourly,66,202206231800,t,Temperature,hourly,icon,1,hourly,0,202206210000,icon,60,hourly,6,202206210600,icon,61,hourly,12,202206211200,icon,3,hourly,18,202206211800,icon,3,hourly,24,202206220000,icon,60,hourly,30,202206220600,icon,60,hourly,36,202206221200,icon,3,hourly,42,202206221800,icon,3,hourly,48,202206230000,icon,60,hourly,54,202206230600,icon,60,hourly,60,202206231200,icon,3,hourly,66,202206231800,weather,Weather,hourly,deg,112.5,CARD,ESE,SEXA,11230,hourly,0,202206210000,deg,90,CARD,E,SEXA,9000,hourly,6,202206210600,deg,112.5,CARD,ESE,SEXA,11230,hourly,12,202206211200,deg,112.5,CARD,ESE,SEXA,11230,hourly,18,202206211800,deg,112.5,CARD,ESE,SEXA,11230,hourly,24,202206220000,deg,90,CARD,E,SEXA,9000,hourly,30,202206220600,deg,112.5,CARD,ESE,SEXA,11230,hourly,36,202206221200,deg,112.5,CARD,ESE,SEXA,11230,hourly,42,202206221800,deg,112.5,CARD,ESE,SEXA,11230,hourly,48,202206230000,deg,112.5,CARD,ESE,SEXA,11230,hourly,54,202206230600,deg,112.5,CARD,ESE,SEXA,11230,hourly,60,202206231200,deg,112.5,CARD,ESE,SEXA,11230,hourly,66,202206231800,wd,Wind direction,hourly,Kt,5,MPH,5.75389725,KPH,9.26,MS,2.57222222,hourly,0,202206210000,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,6,202206210600,Kt,5,MPH,5.75389725,KPH,9.26,MS,2.57222222,hourly,12,202206211200,Kt,5,MPH,5.75389725,KPH,9.26,MS,2.57222222,hourly,18,202206211800,Kt,5,MPH,5.75389725,KPH,9.26,MS,2.57222222,hourly,24,202206220000,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,30,202206220600,Kt,5,MPH,5.75389725,KPH,9.26,MS,2.57222222,hourly,36,202206221200,Kt,5,MPH,5.75389725,KPH,9.26,MS,2.57222222,hourly,42,202206221800,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,48,202206230000,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,54,202206230600,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,60,202206231200,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,66,202206231800,ws,Wind speed,hourly,501237,-7.35284,109.63906,109.63906 -7.35284,land,,1,Banjarnegara,Jawa Tengah,
en_US,Batang,id_ID,Kab. Batang,%,75,hourly,0,202206210000,%,60,hourly,6,202206210600,%,80,hourly,12,202206211200,%,95,hourly,18,202206211800,%,80,hourly,24,202206220000,%,60,hourly,30,202206220600,%,75,hourly,36,202206221200,%,90,hourly,42,202206221800,%,80,hourly,48,202206230000,%,50,hourly,54,202206230600,%,80,hourly,60,202206231200,%,95,hourly,66,202206231800,hu,Humidity,hourly,%,95,daily,20220621,202206211200,%,95,daily,20220622,202206221200,%,95,daily,20220623,202206231200,humax,Max humidity,daily,C,33,F,91.4,daily,20220621,202206211200,C,33,F,91.4,daily,20220622,202206221200,C,33,F,91.4,daily,20220623,202206231200,tmax,Max temperature,daily,%,60,daily,20220621,202206211200,%,60,daily,20220622,202206221200,%,50,daily,20220623,202206231200,humin,Min humidity,daily,C,24,F,75.2,daily,20220621,202206211200,C,24,F,75.2,daily,20220622,202206221200,C,25,F,77,daily,20220623,202206231200,tmin,Min temperature,daily,C,26,F,78.8,hourly,0,202206210000,C,33,F,91.4,hourly,6,202206210600,C,27,F,80.6,hourly,12,202206211200,C,25,F,77,hourly,18,202206211800,C,26,F,78.8,hourly,24,202206220000,C,33,F,91.4,hourly,30,202206220600,C,28,F,82.4,hourly,36,202206221200,C,26,F,78.8,hourly,42,202206221800,C,25,F,77,hourly,48,202206230000,C,33,F,91.4,hourly,54,202206230600,C,28,F,82.4,hourly,60,202206231200,C,24,F,75.2,hourly,66,202206231800,t,Temperature,hourly,icon,3,hourly,0,202206210000,icon,1,hourly,6,202206210600,icon,3,hourly,12,202206211200,icon,4,hourly,18,202206211800,icon,1,hourly,24,202206220000,icon,1,hourly,30,202206220600,icon,3,hourly,36,202206221200,icon,3,hourly,42,202206221800,icon,1,hourly,48,202206230000,icon,1,hourly,54,202206230600,icon,60,hourly,60,202206231200,icon,3,hourly,66,202206231800,weather,Weather,hourly,deg,112.5,CARD,ESE,SEXA,11230,hourly,0,202206210000,deg,90,CARD,E,SEXA,9000,hourly,6,202206210600,deg,112.5,CARD,ESE,SEXA,11230,hourly,12,202206211200,deg,112.5,CARD,ESE,SEXA,11230,hourly,18,202206211800,deg,112.5,CARD,ESE,SEXA,11230,hourly,24,202206220000,deg,90,CARD,E,SEXA,9000,hourly,30,202206220600,deg,112.5,CARD,ESE,SEXA,11230,hourly,36,202206221200,deg,112.5,CARD,ESE,SEXA,11230,hourly,42,202206221800,deg,112.5,CARD,ESE,SEXA,11230,hourly,48,202206230000,deg,112.5,CARD,ESE,SEXA,11230,hourly,54,202206230600,deg,112.5,CARD,ESE,SEXA,11230,hourly,60,202206231200,deg,112.5,CARD,ESE,SEXA,11230,hourly,66,202206231800,wd,Wind direction,hourly,Kt,5,MPH,5.75389725,KPH,9.26,MS,2.57222222,hourly,0,202206210000,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,6,202206210600,Kt,5,MPH,5.75389725,KPH,9.26,MS,2.57222222,hourly,12,202206211200,Kt,5,MPH,5.75389725,KPH,9.26,MS,2.57222222,hourly,18,202206211800,Kt,5,MPH,5.75389725,KPH,9.26,MS,2.57222222,hourly,24,202206220000,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,30,202206220600,Kt,5,MPH,5.75389725,KPH,9.26,MS,2.57222222,hourly,36,202206221200,Kt,5,MPH,5.75389725,KPH,9.26,MS,2.57222222,hourly,42,202206221800,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,48,202206230000,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,54,202206230600,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,60,202206231200,Kt,10,MPH,11.5077945,KPH,18.52,MS,5.14444444,hourly,66,202206231800,ws,Wind speed,hourly,501238,-6.925064,109.832382,109.832382 -6.925064,land,,1,Batang,Jawa Tengah,
